koi_depth,koi_duration,koi_impact,koi_model_snr,koi_max_mult_ev,koi_srad,koi_smass,koi_steff,koi_bin_oedp_sig,koi_disposition
144.0,3.154,0.039,15.3,12.109904,1.087,0.888,5392.0,0.7178,1
1166.8,4.645,0.913,28.4,25.621601,0.744,0.827,5136.0,0.0529,1
65.5,2.596,0.966,23.2,27.193575,1.358,1.076,6084.0,0.0276,1
884.3,6.864,0.703,33.6,25.147776,1.012,1.117,6063.0,0.2093,1
1009.5,3.1136,0.658,23.8,26.569523,0.641,0.651,4243.0,0.014,1
64.8,3.227,0.516,14.9,11.107825,1.391,1.173,5711.0,0.328,1
97.8,5.439,0.872,25.5,21.455776,1.636,1.287,6154.0,0.6279,1
758.9,6.596,1.258,30.1,22.479414,0.938,1.028,5942.0,0.804,1
110.0,2.5693,0.012,26.2,29.119204,1.953,0.983,5957.0,0.0241,0
488.7,7.083,0.067,25.7,19.753057,1.08,0.928,5520.0,0.9415,1
191.2,2.9095,0.822,24.0,21.66317,0.95,1.014,5709.0,0.3716,1
197.4,2.0348,0.153,22.2,20.83751,1.727,0.952,4827.0,0.9482,1
403.7,6.7751,0.023,37.8,24.713478,1.191,0.995,6038.0,0.8525,1
509.8,4.5568,0.395,64.1,54.0081,1.216,1.013,6086.0,0.841,1
755.8,6.324,0.695,20.8,17.590773,0.87,0.944,5712.0,0.1733,1
523.1,6.811,0.658,23.1,19.289253,1.032,1.084,6319.0,0.1416,1
435.8,1.9637,0.108,22.4,20.33015,0.884,0.946,5475.0,0.9108,1
49.3,1.6197,0.195,28.9,23.578821,1.196,0.903,5457.0,0.6524,1
955.4,6.21,0.42,24.7,18.74674,0.94,1.032,5910.0,0.7612,1
818.9,2.471,0.786,20.5,17.713583,0.94,1.032,5910.0,0.9931,1
360.6,3.438,0.194,27.3,22.957582,1.367,1.02,5866.0,0.1489,1
282.4,7.588,0.918,25.2,20.807398,1.383,1.109,6103.0,0.9687,1
140.3,7.073,0.661,19.3,14.109142,1.383,1.109,6103.0,0.3364,1
709.3,6.152,0.003,27.8,24.496864,0.921,1.016,5831.0,0.2882,1
337.4,2.3652,0.821,31.6,27.19655,1.013,0.869,5330.0,0.7143,1
1402.9,0.7051,0.295,33.3,23.920094,0.433,0.463,3731.0,0.9859,1
588.7,5.746,0.949,22.0,18.524363,1.246,1.008,5565.0,0.3006,1
687.3,53.5887,1.184,82.1,19.214346,1.698,1.32,6711.0,0.9919,0
783.0,3.927,0.399,19.1,15.237783,0.904,0.882,5570.0,0.3758,1
26.5,2.591,0.002,25.0,18.982355,1.896,1.14,6258.0,0.2757,0
1502.9,4.366,0.057,25.7,23.235922,1.016,0.921,5492.0,0.3437,1
428.5,5.065,0.971,83.9,49.504898,1.008,0.894,5700.0,0.1425,0
488.0,2.205,0.108,19.3,16.923792,0.971,1.083,5957.0,0.589,1
588.0,3.4701,0.878,28.5,24.992212,0.949,1.028,6103.0,0.4549,1
654.6,2.049,0.025,16.3,14.530282,0.702,0.782,5165.0,0.4,1
362.1,6.416,0.03,25.4,22.688374,1.077,1.114,6218.0,0.9854,1
132.6,4.576,0.136,13.4,10.90227,1.216,1.013,6086.0,0.322,1
267.0,1.8264,0.963,25.0,25.244616,1.177,0.985,5887.0,0.1071,1
1286.0,2.7455,0.029,112.5,92.90064,0.571,0.591,4090.0,0.8566,1
874.2,2.1557,0.521,23.3,34.077755,1.005,0.878,5229.0,0.7616,1
145.0,4.368,0.612,27.2,23.60095,1.307,0.973,5862.0,0.7975,1
180.6,4.141,0.619,29.6,23.89117,1.307,0.973,5862.0,0.4957,1
81.6,2.8521,0.925,22.8,20.322367,2.506,1.33,5343.0,0.3844,1
101.5,1.3705,0.909,20.5,20.149292,1.091,0.955,5716.0,0.7025,0
348.4,6.693,0.932,25.0,19.35162,1.247,1.042,5795.0,0.0798,1
338.2,7.989,0.007,24.3,20.233814,0.921,0.794,5678.0,0.5701,1
648.0,4.391,0.962,21.8,19.336584,1.238,0.922,5500.0,0.6362,1
327.5,3.289,0.805,14.0,11.8480015,1.238,0.922,5500.0,0.0884,1
578.4,7.218,0.015,23.9,17.667221,1.19,0.946,5561.0,0.9352,1
348.8,8.114,0.026,29.7,20.353767,1.191,0.995,6038.0,0.4211,1
284.2,1.1966,0.129,25.2,25.171762,0.513,0.543,3810.0,0.1842,1
143.4,2.808,0.183,18.2,14.822822,1.04,0.943,5560.0,0.8585,1
306.8,3.154,0.009,18.6,16.679808,0.747,0.734,4641.0,0.6374,1
192.5,2.059,0.125,21.3,17.391918,1.126,1.068,6000.0,0.5021,1
487.4,7.489,0.046,21.6,17.0924,1.081,1.135,6002.0,0.2881,1
130.9,3.015,0.836,15.9,12.407433,1.307,0.973,5862.0,0.2659,1
157.3,4.901,0.737,20.9,25.366087,1.066,1.024,5865.0,0.8225,1
908.4,1.4575,0.217,35.4,30.17181,0.578,0.619,3879.0,0.5628,1
755.7,3.2201,0.481,32.7,25.702608,0.764,0.85,5191.0,0.7668,1
1626.6,5.118,0.924,30.2,26.954376,1.049,1.107,6228.0,0.0039,1
292.6,3.159,0.308,25.3,21.737331,1.021,1.037,6014.0,0.9456,1
286.2,2.7466,0.308,25.1,21.682825,0.982,0.872,5364.0,0.9442,1
2975.0,2.88,0.053,362.1,361.97925,1.08,0.996,5646.0,0.2859,1
1350.7,3.816,0.091,19.5,14.842745,0.931,0.966,5480.0,0.8037,1
777.3,3.891,0.928,27.8,20.40939,1.466,0.998,5596.0,0.6158,1
433.8,1.705,0.142,17.6,15.025204,1.103,1.162,6174.0,0.1444,1
386.0,1.9425,0.893,25.1,22.947691,0.829,0.928,5569.0,0.8662,1
252.6,4.054,0.012,27.6,22.708656,1.471,1.25,6172.0,0.0973,1
370.7,4.749,0.876,23.2,19.984657,1.094,0.96,5912.0,0.2014,1
184.3,3.433,0.067,22.3,19.004755,0.992,0.923,5649.0,0.4418,1
270.7,0.8069,0.779,36.0,17.859703,0.847,0.828,5123.0,0.9808,1
329.2,2.6508,0.046,22.8,20.543076,0.978,0.858,5288.0,0.6689,1
697.1,4.515,0.168,22.3,19.676186,0.921,1.016,5831.0,0.4057,1
499.6,1.1435,0.931,31.2,17.095778,0.486,0.49,3821.0,0.8638,1
1453.3,2.8354,0.033,145.9,127.45385,1.216,1.032,5794.0,0.931,1
1124.9,4.685,0.85,31.6,27.369154,1.049,1.107,6228.0,0.6575,1
816.7,3.4197,0.18,54.1,42.359932,0.571,0.591,4090.0,0.3486,1
632.4,5.907,0.962,26.0,19.70963,1.013,0.869,5330.0,0.7336,1
200.7,1.862,0.108,28.4,20.247503,1.064,1.037,5806.0,0.9676,1
191.0,2.917,0.223,24.5,20.456705,1.162,1.064,5859.0,0.543,1
263.0,4.853,0.023,22.6,18.74572,1.162,1.064,5859.0,0.6154,1
86.0,2.1328,0.879,21.0,23.081842,0.842,0.944,5450.0,0.4549,1
59.9,2.056,0.623,18.6,18.000952,0.842,0.944,5450.0,0.6292,1
175.7,2.3226,0.175,20.8,17.457829,0.612,0.601,4487.0,0.3227,1
278.6,1.763,0.305,16.5,18.685446,0.787,0.812,5167.0,0.6678,1
3218.5,4.2285,0.901,184.3,763.6449,0.793,0.704,6190.0,0.0001,0
114.7,2.306,0.374,27.5,23.108788,1.272,1.088,5865.0,0.4796,1
68.6,5.408,0.71,29.8,22.710674,1.404,0.915,5423.0,0.9767,1
101.4,2.932,0.222,22.0,18.521324,1.191,0.995,6038.0,0.1259,1
124.0,2.78,0.628,18.6,15.944297,1.191,0.995,6038.0,0.5835,1
262.3,2.5462,0.413,20.6,17.879112,0.925,0.9,5547.0,0.9916,1
553.2,3.064,0.499,23.6,21.394451,0.816,0.773,5052.0,0.6034,1
396.4,5.522,0.392,19.1,16.360394,1.019,1.038,6250.0,0.6593,1
244.6,6.423,0.865,30.5,23.225899,1.262,1.011,6429.0,0.2653,1
656.9,8.422,0.528,23.8,20.047245,1.284,1.039,5779.0,0.9235,1
180.4,2.2759,0.02,24.6,20.392012,0.906,0.993,5984.0,0.2197,1
48.9,2.113,0.744,13.7,13.706386,0.842,0.944,5450.0,0.4707,1
224.2,2.765,0.299,12.8,18.387432,0.956,1.035,5761.0,0.0886,1
5237.7,5.1008,0.902,181.6,1196.2297,1.441,1.236,6501.0,0.9916,0
4787.3,2.3421,1.303,101.1,224.04196,0.878,0.842,5408.0,0.4876,0
821.5,3.743,0.914,22.2,25.988503,0.981,0.936,5738.0,0.5047,1
86.5,4.765,0.252,12.4,16.728004,1.169,1.037,6084.0,0.232,1
264.8,4.956,0.363,18.7,15.720275,0.925,0.893,5529.0,0.0225,1
281.3,2.829,0.829,15.1,11.803603,0.689,0.719,5096.0,0.6181,0
385.4,70.3707,1.202,130.0,16.121702,1.921,1.299,6440.0,0.1949,0
769.5,3.267,0.155,16.3,12.288935,0.576,0.581,3757.0,0.4026,1
758.9,4.283,0.862,18.0,15.501348,0.763,0.853,5623.0,0.0959,1
63.5,7.532,0.897,16.2,12.016888,2.164,1.219,5979.0,0.73,1
36.3,2.679,0.252,11.9,15.536409,0.979,1.03,5854.0,0.8923,1
400.4,1.0852,0.032,68.3,22.317495,0.716,0.776,5255.0,0.8653,1
1180.1,2.7306,0.787,485.5,422.22046,1.258,1.097,6267.0,0.6885,1
784.2,4.526,0.903,22.9,19.686432,0.961,0.922,5903.0,0.0376,1
259.2,2.644,0.975,20.7,14.080627,4.131,1.375,5002.0,0.7148,0
412.4,3.28,0.553,21.2,16.946104,0.722,0.712,4513.0,0.0065,1
143.9,5.925,0.241,19.5,14.96292,1.222,0.863,5753.0,0.233,1
391.7,2.657,0.691,16.7,13.291759,0.796,0.771,4838.0,0.4359,1
374.7,8.198,0.002,21.4,18.845905,1.615,1.115,5843.0,0.0076,1
400.8,1.967,0.616,20.6,135.50293,24.488,0.925,4094.0,0.0003,0
2054.8,2.0371,0.749,68.6,53.37347,0.537,0.537,3879.0,0.361,1
701.1,7.495,1.252,58.5,22.613558,1.025,1.095,6117.0,0.7666,0
114.5,3.455,0.551,19.2,16.452356,1.101,0.996,5806.0,0.3712,1
77.4,2.569,0.386,17.2,16.056055,0.858,0.934,6075.0,0.7669,1
303.0,1.1968,0.077,19.8,15.191005,0.871,0.849,5420.0,0.9347,1
360.1,4.077,0.714,13.7,11.031231,0.722,0.712,4513.0,0.8868,1
142.9,6.179,0.062,22.2,17.997093,1.104,0.889,5610.0,0.99,1
162.9,4.858,0.847,15.9,12.821955,1.104,0.889,5610.0,0.6872,1
461.8,2.9878,0.007,26.1,22.985737,0.987,1.053,6123.0,0.3378,1
340.7,2.409,0.025,9.3,11.781019,0.961,1.049,5966.0,0.4283,1
1032.6,2.3244,0.868,46.7,41.48566,0.509,0.515,3732.0,0.788,1
108.1,4.298,0.711,19.4,16.569988,1.346,1.039,5945.0,0.1335,1
463.5,3.691,0.112,25.3,22.701654,0.849,0.939,5776.0,0.5773,1
771.7,2.194,0.024,17.8,17.026577,0.701,0.686,4703.0,0.5282,1
266.2,2.4141,0.333,23.3,20.38139,0.899,0.996,5806.0,0.8254,1
181.2,2.931,0.457,13.1,11.855235,0.966,1.043,6106.0,0.372,0
141.4,6.735,0.013,17.6,14.569964,1.121,1.046,6384.0,0.5499,1
214.2,10.532,0.254,21.3,15.739848,3.405,1.648,5734.0,0.0661,1
275.4,5.248,0.977,27.9,18.51607,0.944,0.985,5884.0,0.9938,0
71.4,5.951,0.623,22.2,17.629189,0.98,0.81,5575.0,0.1184,0
36912.0,1.72722,0.144,1341.6,1514.2845,0.568,0.587,3793.0,0.4551,1
296.9,2.008,0.262,15.8,15.25862,0.788,0.884,5354.0,0.3861,1
277.3,1.0567,0.008,31.5,19.927898,0.767,0.747,4791.0,1.0,0
278.0,1.007,0.709,11.5,17.060822,1.009,0.89,5387.0,0.231,0
495.8,4.023,1.199,85.2,19.188797,0.698,0.773,5271.0,0.8852,0
1161.5,5.959,0.918,22.8,17.269434,0.672,0.669,4551.0,0.955,1
401.6,3.5255,0.008,274.5,222.45161,1.258,1.097,6267.0,0.826,1
751.0,7.464,0.953,15.1,11.653137,0.463,0.482,3576.0,0.8054,1
586.8,3.534,0.949,16.8,14.043629,1.115,1.048,6165.0,0.249,1
210.4,4.125,0.12,20.3,17.48328,1.151,0.936,5557.0,0.169,1
81.4,1.9724,0.045,22.9,18.198313,1.662,1.121,5825.0,0.9603,1
322.7,1.1522,0.841,35.3,29.192568,0.767,0.878,5172.0,1.0,1
217.5,6.805,0.74,20.5,15.927306,1.463,1.097,5862.0,0.9215,1
126.4,1.6192,0.979,33.5,29.884254,3.204,1.469,5988.0,1.0,0
84.3,1.393,0.17,12.7,10.598918,0.992,1.029,6014.0,0.317,0
193.9,7.453,0.041,23.3,18.483387,0.961,0.868,5695.0,0.4359,0
507.0,1.8717,0.022,38.2,22.25087,0.537,0.537,3879.0,0.8201,1
316.2,1.719,0.924,14.8,12.429709,0.87,0.855,5330.0,0.984,1
145.2,1.0703,0.433,24.7,14.677425,1.519,1.256,6414.0,1.0,0
180.6,2.851,0.253,15.7,13.309786,0.895,0.99,5853.0,0.7335,1
498.5,4.208,0.034,11.5,10.0909195,0.521,0.526,3765.0,0.5278,1
359.3,1.716,0.48,11.2,8.993365,0.521,0.526,3765.0,0.4109,1
365.3,4.584,0.036,20.9,18.662968,0.856,0.869,5242.0,0.0543,1
373.1,6.656,0.49,17.1,16.393923,1.169,1.191,6499.0,0.4398,1
631.7,2.866,0.348,15.6,14.769549,0.748,0.856,5073.0,0.7395,1
83.1,3.06,0.499,22.5,18.492785,1.17,1.053,6453.0,0.0,0
886.4,4.03,0.846,17.3,13.4371195,0.805,0.776,4891.0,0.2252,1
1765.9,2.5418,0.037,101.1,82.67765,0.539,0.541,3834.0,0.2418,1
92.9,2.591,0.148,14.4,12.782846,0.769,0.793,5168.0,0.7838,1
418.5,2.357,0.413,12.8,11.577439,1.171,1.241,6418.0,0.5734,0
115.8,1.672,0.654,20.0,16.127527,1.855,1.058,6063.0,0.7018,0
2651.8,1.9817,1.252,88.7,44.80835,0.685,0.658,5316.0,0.8336,0
259.1,1.5789,0.283,45.2,21.799551,0.82,0.918,5547.0,0.9509,0
151.0,2.233,0.264,14.0,13.973922,0.845,0.771,5370.0,0.0473,0
1112.6,1.7075,0.029,23.8,17.614754,0.714,0.786,5262.0,0.6941,0
2312.8,4.047,0.35,106.5,84.951836,0.511,0.531,3780.0,0.1373,1
389.0,6.271,0.968,21.3,16.902508,1.087,0.888,5392.0,0.1936,1
336.4,5.438,0.704,15.4,13.206011,0.895,0.99,5853.0,0.08,1
369.6,2.116,0.213,15.7,14.116614,0.961,0.932,5495.0,0.4186,1
75.8,2.61,0.069,16.3,14.0594635,0.815,0.914,5481.0,0.2781,1
199.1,2.231,0.523,15.0,12.935102,0.788,0.716,5485.0,0.5494,0
610.4,4.466,0.019,179.5,175.61543,0.781,0.829,5437.0,0.1503,1
525.8,3.699,0.633,20.5,16.26874,0.883,0.796,5328.0,0.3614,0
259.6,1.793,1.21,18.3,15.419067,0.729,0.816,5632.0,0.3776,0
184.9,3.902,0.059,21.9,17.049992,0.732,0.785,4825.0,0.7361,1
661.8,4.369,0.011,23.3,17.465052,0.923,1.038,5681.0,0.4706,1
86.3,4.48,1.079,28.7,23.182957,3.028,1.484,6534.0,0.9848,0
301.6,2.864,0.224,19.9,17.404188,1.027,1.008,6117.0,0.0739,1
371.0,2.942,0.572,14.7,13.063752,0.964,1.041,6122.0,0.2249,1
145.6,2.721,0.509,18.4,14.404189,1.235,1.09,5887.0,0.7757,1
345.2,1.7763,0.195,18.8,16.305918,0.86,0.977,5591.0,0.1246,1
1537.7,1.9033,0.393,32.4,24.248087,0.537,0.537,3879.0,0.0477,1
100.8,3.358,0.364,12.9,11.28038,0.868,0.874,5420.0,0.1703,1
214.5,4.815,0.322,19.5,16.049892,1.373,1.161,5855.0,0.3656,1
240.7,1.2188,0.209,36.7,31.984018,0.913,0.942,5440.0,0.9982,1
110990.0,10.7643,0.977,534.5,1372.7269,0.845,0.933,5931.0,0.0831,0
29841.0,16.9895,0.684,897.0,938.0211,1.324,1.063,5989.0,0.163,0
2518.7,6.8214,0.242,63.1,61.356983,0.945,0.918,5593.0,-1.0,1
258.6,3.395,0.1,17.4,15.206182,0.95,0.893,5406.0,0.8827,0
636.6,3.401,0.335,15.8,12.803437,0.734,0.821,5395.0,0.5776,1
479.8,7.332,0.959,28.5,19.017454,1.112,1.157,6325.0,0.3951,1
437.9,5.548,0.953,28.8,23.985958,1.112,1.157,6325.0,0.9228,1
188.7,2.457,0.248,19.4,15.526697,0.84,0.797,5009.0,0.785,1
1387.2,2.1801,0.685,57.4,42.68845,0.539,0.541,3834.0,0.4122,1
535.8,10.262,1.175,24.7,18.712393,0.824,0.937,5435.0,0.554,0
153.6,2.054,0.4,15.7,13.811562,0.867,0.859,5762.0,0.2844,0
42.4,1.774,0.238,15.6,12.880582,0.921,0.962,5640.0,0.9702,1
70.5,3.577,0.07,19.2,15.339475,1.135,0.91,5767.0,0.3185,1
269.4,1.8061,0.209,22.9,19.88047,1.013,1.102,5845.0,0.0836,1
168.7,9.568,0.109,15.7,13.311803,0.867,0.95,6058.0,0.0398,1
396.6,2.5213,0.946,18.9,16.683186,0.581,0.599,4102.0,0.4341,1
181.0,5.882,0.983,20.4,16.824768,1.083,1.03,5791.0,0.239,1
67.9,9.88,0.931,5.7,11.411535,2.46,1.309,5192.0,0.0008,0
499.5,4.016,0.023,16.7,14.250783,1.065,1.049,6245.0,0.3075,1
719.1,9.745,1.262,23.6,20.772655,0.937,0.988,5930.0,0.8864,0
249.1,3.817,1.0,14.9,12.355037,0.816,0.884,5836.0,0.0032,0
891.6,5.762,0.024,20.4,15.94036,0.888,1.005,5418.0,0.6666,1
87.3,3.8763,0.086,32.4,29.897533,0.781,0.829,5437.0,0.7381,1
137.6,3.829,0.878,16.4,13.618851,1.417,1.23,6150.0,0.3647,1
542.4,1.843,1.228,20.2,17.672268,1.036,1.032,6347.0,0.4701,1
139.1,2.381,0.16,14.2,13.067234,1.121,1.166,6306.0,0.8255,0
114.6,1.3672,0.941,16.9,16.33386,0.886,0.989,5580.0,0.9502,1
212.6,1.0925,0.525,20.9,17.469727,0.797,0.896,5178.0,0.7771,1
1298.6,2.632,0.915,132.7,235.59987,2.992,1.482,6244.0,0.057,1
275.3,1.2335,0.319,16.7,13.803261,31.5,1.789,4448.0,1.0,0
2338.0,1.8464,0.59,132.1,141.97963,0.508,0.534,3808.0,0.2905,1
242.1,1.1168,0.872,20.7,16.621637,0.433,0.47,3605.0,0.7303,1
756.7,3.171,0.913,15.0,13.1382675,0.785,0.758,5151.0,0.123,1
22462.0,1.2232,0.099,172.2,110.819664,0.439,0.465,3440.0,0.4587,0
54.7,1.35,0.402,13.0,10.087545,0.972,1.053,6046.0,0.5433,0
245.5,1.021,0.08,22.1,17.523087,0.955,1.038,6045.0,0.5245,0
453.0,2.388,0.59,24.5,19.44362,0.816,0.901,5402.0,0.7241,0
290.1,4.222,0.117,25.2,21.030302,1.125,1.207,6321.0,0.9215,1
143.8,2.296,0.176,17.1,14.634054,1.111,0.969,5688.0,0.2298,1
116.6,4.52,0.372,23.0,18.046244,0.756,0.717,5138.0,0.6896,0
481.2,4.62,0.679,18.0,16.161253,0.84,0.797,5009.0,0.2356,1
227.0,4.912,1.183,65.3,21.570005,1.123,1.161,6386.0,0.6083,0
357.3,2.344,0.911,17.7,14.789656,0.742,0.724,4769.0,0.459,1
852.8,1.5997,0.187,63.6,48.26403,0.539,0.541,3834.0,0.6693,1
763.8,4.718,0.835,21.4,18.937853,0.831,0.791,4996.0,0.0606,1
56.1,5.613,0.182,22.4,13.230062,1.307,1.244,6175.0,0.8339,1
433.4,4.759,0.603,17.0,15.20904,1.118,1.022,5995.0,0.2527,1
87.6,4.318,0.257,20.3,14.468613,1.314,1.098,6194.0,0.8798,1
72.8,5.266,0.086,15.2,11.76338,1.314,1.098,6194.0,0.7751,1
1704.1,31.28,1.259,38.1,26.97966,0.911,1.028,5778.0,0.0001,0
1120.1,4.726,0.643,34.1,78.22098,0.945,0.918,5593.0,0.4385,1
487.4,2.0674,0.083,35.4,165.79648,1.193,1.19,6139.0,0.4803,1
45034.0,2.7468,1.147,92.0,523.9879,0.884,0.984,5717.0,0.5453,0
2575.6,11.106,0.814,175.2,125.39901,1.674,1.032,5616.0,0.8667,1
76.8,6.106,0.504,17.0,12.301436,1.674,1.032,5616.0,0.352,1
68.0,3.989,0.054,25.5,19.553331,1.674,1.032,5616.0,0.287,1
102.6,3.343,0.121,18.5,15.718208,1.003,0.824,5772.0,0.0598,1
92.9,3.381,0.557,12.7,11.67936,1.003,0.824,5772.0,0.1303,1
771.5,4.385,0.78,17.2,17.103079,0.829,0.928,5569.0,0.6346,1
28.7,2.933,0.708,21.7,15.700155,1.457,0.95,6057.0,0.9994,0
366.7,1.885,0.895,15.2,13.456439,0.831,0.791,4996.0,0.9929,1
224.9,1.0273,0.8,20.6,15.014907,0.737,0.756,4847.0,0.614,1
573.3,4.521,0.813,18.9,16.700882,1.071,0.926,5514.0,0.116,1
297.3,7.336,0.048,15.4,14.687093,1.41,1.072,5842.0,0.0129,1
773.6,4.878,0.021,15.7,11.2587805,0.729,0.709,4806.0,0.9407,1
187.5,3.32,0.054,15.6,13.853771,1.101,1.141,6398.0,0.1839,1
211.2,3.843,0.083,15.3,11.730205,1.101,1.141,6398.0,0.8369,1
162.3,2.905,0.119,15.2,12.560768,1.101,1.141,6398.0,0.1786,1
123.3,3.565,0.415,14.0,15.864739,1.054,0.903,5774.0,0.1231,0
413.6,7.005,0.79,23.4,18.615725,0.72,0.769,5383.0,0.8941,0
795.8,2.344,0.198,19.9,16.32204,0.845,0.787,5215.0,0.7797,1
136.2,2.866,0.971,22.5,19.187426,0.651,0.715,4983.0,0.0198,1
163.4,2.013,0.077,14.3,12.08894,0.937,0.864,5629.0,0.0003,1
912.8,3.5374,0.927,26.7,21.142654,0.855,0.805,5052.0,0.597,1
326.0,4.031,0.533,21.6,18.114197,1.008,0.932,5518.0,0.029,1
458.1,1.639,0.045,16.9,13.83129,0.961,0.852,5263.0,0.3127,0
168.9,1.913,0.535,12.2,12.768257,0.985,0.852,5992.0,0.6885,0
85.4,1.6449,0.35,19.1,15.193795,0.6,0.611,4239.0,0.9873,1
778.6,1.2667,0.965,20.1,16.464874,0.879,0.967,5982.0,0.6173,1
1023.8,3.83,0.899,21.2,18.140097,0.697,0.734,4652.0,0.4248,1
813.8,2.3052,0.014,27.6,20.641129,0.539,0.541,3834.0,0.4977,1
245.3,1.768,0.425,11.8,12.358115,0.508,0.534,3808.0,0.7536,1
128.2,4.735,0.664,42.9,20.16172,1.369,1.08,5864.0,0.4547,0
240.6,2.756,0.07,16.5,14.501732,1.032,0.941,5550.0,0.22,1
582.3,3.616,1.16,20.2,18.288544,1.023,0.964,6237.0,0.3713,0
258.5,4.758,0.523,15.7,14.021101,0.822,0.907,5616.0,0.0001,0
39.7,1.0896,0.52,21.6,12.858594,2.094,2.018,8621.0,0.996,0
177.8,2.845,0.093,17.7,15.337785,1.182,0.975,5657.0,0.9466,1
145.6,3.363,0.688,17.6,14.511017,0.813,0.833,5482.0,0.2702,0
305.7,1.023,0.051,13.2,16.721176,1.007,1.111,6046.0,0.1891,0
452.7,2.019,1.194,16.4,14.039556,1.038,1.1,6184.0,0.4392,0
55.7,3.37,0.001,15.9,16.847519,1.927,1.23,6732.0,0.4271,1
187.8,7.643,0.851,22.5,16.417692,1.588,1.104,5623.0,0.7649,1
488.4,1.2893,0.911,17.3,14.189094,0.826,0.927,5237.0,0.1895,1
89.5,10.049,0.35,26.1,15.596798,3.588,1.066,4924.0,0.7818,1
128.3,3.0008,0.839,23.8,20.523762,1.263,1.066,6123.0,0.8962,1
417.5,4.255,0.007,62.8,19.70566,0.663,0.652,4643.0,0.973,0
66.8,3.681,0.238,14.2,13.307933,2.232,1.436,6381.0,0.8326,1
200.8,1.659,0.403,15.3,13.958138,0.876,0.93,5796.0,0.5888,0
1282.6,3.726,0.074,19.9,17.682653,0.783,0.875,5262.0,0.0029,0
315.5,1.6762,0.133,24.5,22.259916,1.05,1.114,6156.0,0.827,1
123520.0,8.15361,0.938,2619.2,11200.769,1.51,1.09,5923.0,-1.0,0
277.1,2.427,0.734,19.0,14.586295,0.909,0.795,5455.0,0.4468,1
311.0,3.517,0.951,16.0,12.921604,0.642,0.634,4563.0,0.0475,1
786.7,2.437,0.68,22.6,20.92898,0.831,0.923,5550.0,0.5079,1
70.7,6.197,0.687,27.1,19.42282,1.963,1.187,5877.0,0.0788,1
75.7,3.633,0.486,18.8,16.492445,1.169,1.251,6161.0,0.4883,1
462.8,6.468,0.988,13.5,11.957226,0.788,0.765,4821.0,0.0685,1
382.3,6.019,0.829,19.6,16.268265,1.107,1.005,6071.0,0.961,1
388.8,2.442,0.24,15.8,13.026427,0.759,0.8,5026.0,0.6813,1
1826.9,1.5832,0.068,112.2,110.62994,0.369,0.396,3547.0,0.0216,1
2292.1,3.716,0.715,80.1,71.954796,0.516,0.529,3744.0,0.8574,1
465.6,1.041,0.208,26.4,17.91903,0.764,0.742,4897.0,0.9049,0
240.0,3.058,0.204,15.9,14.638098,0.959,1.045,5999.0,0.799,1
796.9,2.028,0.068,59.8,14.13782,0.656,0.639,4788.0,1.0,0
3714.7,5.7297,0.05,288.6,283.08282,0.92,1.006,5638.0,0.914,0
112.7,10.39,0.657,29.2,22.90613,0.885,0.767,5826.0,0.1934,0
140.3,8.2,0.603,24.0,20.072153,1.081,0.97,5897.0,0.1071,1
124.1,5.712,0.224,25.4,17.58158,2.886,1.464,5822.0,0.3021,1
205.2,3.206,0.337,15.4,12.343142,0.982,0.957,5573.0,0.4646,1
68.1,1.782,0.665,19.2,17.064955,0.832,0.781,5099.0,0.0046,0
172.0,1.781,0.4,21.2,16.966082,0.93,0.919,6319.0,0.9116,0
204.5,1.9094,0.085,21.4,16.953804,0.633,0.626,4500.0,0.0815,1
219.7,3.283,0.03,14.9,12.210572,0.633,0.626,4500.0,0.5923,1
346.5,3.4303,0.015,289.6,246.85002,1.198,0.997,5790.0,0.0137,1
97.8,1.964,0.403,16.0,13.185811,1.065,1.021,6204.0,0.2453,0
420.6,2.021,0.115,17.5,15.604272,0.795,0.78,4732.0,0.6499,0
72.6,7.274,0.873,20.6,14.347328,3.324,1.136,4938.0,0.3376,1
357.4,0.8323,0.153,20.4,14.735321,0.356,0.385,3460.0,0.9275,1
290.5,1.3692,0.286,21.4,19.042215,0.816,0.782,4948.0,0.9882,1
325.8,3.144,0.595,14.9,12.935628,0.764,0.857,5352.0,0.0832,1
189.9,2.848,0.747,17.0,13.794086,0.911,0.875,5753.0,0.0988,0
323.0,2.219,0.001,17.9,15.281276,0.963,1.079,5812.0,0.5176,1
575.0,3.546,0.883,17.5,15.356581,0.806,0.9,5644.0,0.1924,1
359.5,3.353,0.42,19.0,17.16906,1.023,1.122,6081.0,0.4947,0
302.5,2.6848,0.072,22.2,14.977744,0.788,0.765,4821.0,0.9131,1
488.3,1.218,0.319,20.4,17.22923,1.095,1.143,6310.0,0.3961,0
420.7,3.266,0.595,20.0,17.175404,0.69,0.688,5195.0,0.2321,1
165.9,1.1717,1.13,37.1,30.237457,5.847,2.214,5944.0,0.933,0
105.1,1.4243,0.405,17.7,15.74991,0.872,0.815,5083.0,0.0816,1
137.9,3.926,0.616,17.6,13.107499,0.939,1.03,5926.0,0.39,1
323.1,6.557,0.017,18.1,14.759786,0.967,1.045,6091.0,0.9894,1
915.9,6.905,0.069,23.9,16.574022,0.803,0.774,4898.0,0.7716,1
74.8,4.599,0.76,29.3,20.843405,1.15,1.014,5749.0,0.9985,0
