koi_depth,koi_duration,koi_impact,koi_model_snr,koi_max_mult_ev,koi_srad,koi_smass,koi_steff,koi_bin_oedp_sig,koi_disposition
405.5,1.704,0.752,11.9,10.540477,0.742,0.759,4791.0,0.9007,1
482.9,9.195,0.025,34.4,24.921076,1.2,1.089,5970.0,0.263,1
710.0,0.949,0.327,18.0,13.234282,0.497,0.526,3805.0,0.9937,1
79.7,7.183,0.522,17.2,13.224343,0.79,0.714,5559.0,0.5977,1
62.9,1.1144,0.515,21.7,14.513531,1.877,1.312,6143.0,1.0,0
2714.4,1.3292,1.165,73.2,10.905089,3.177,1.328,6287.0,0.9959,0
376.1,5.175,1.19,22.6,20.151438,0.972,1.02,5823.0,0.9295,1
1009.8,1.3345,0.066,26.7,21.649065,0.444,0.464,3698.0,0.4951,1
250.9,8.035,0.963,26.2,18.218315,1.189,1.005,6078.0,0.3529,1
109.7,1.2313,0.092,17.6,13.525597,0.888,0.808,5244.0,0.391,1
84.5,3.609,0.089,9.6,8.97522,0.94,1.032,5910.0,0.8617,0
174.5,2.359,0.218,10.2,7.8159933,1.703,0.95,4995.0,0.3648,0
200.9,4.018,1.012,35.3,16.712214,9.214,2.138,4877.0,0.069,0
65.4,12.472,0.489,19.2,14.571269,0.902,0.988,6011.0,0.6204,0
228.5,15.864,1.145,25.1,18.126625,0.722,0.822,5558.0,0.9268,0
1083.0,13.28,0.916,11.8,13.679681,1.02,1.075,6289.0,0.7971,0
328.7,6.309,1.235,10.8,9.451863,1.138,1.169,6434.0,0.0164,0
163.5,4.833,0.961,13.2,12.134801,1.688,0.962,4928.0,0.3419,1
1213.8,1.193,0.437,136.4,27.208904,0.95,0.952,5999.0,0.2903,0
29233.0,10.3088,1.227,854.1,906.7355,1.41,1.084,6401.0,0.0247,0
115.7,1.239,0.279,4.1,17.842422,20.237,1.939,4475.0,0.9121,0
371060.0,0.89164,0.4,234.3,384.06284,3.701,3.235,10921.0,-1.0,0
1068.8,1.991,0.02,14.8,12.443096,0.832,0.768,5256.0,0.2601,1
306.1,5.5,1.176,35.3,18.972626,7.746,1.975,5140.0,0.1135,0
67298.0,25.91,1.051,416.2,112.898735,8.058,1.101,4705.0,0.0,0
1796.4,19.528,0.023,121.2,56.63339,1.393,1.031,6340.0,0.0,1
78.3,0.9513,0.476,37.0,18.22112,2.432,2.718,10747.0,1.0,0
340.3,4.855,1.189,8.0,15.150946,1.334,1.032,6154.0,0.9959,0
393970.0,7.622,0.553,967.4,4579.5723,1.463,1.087,6160.0,-1.0,0
3127.0,11.5703,1.294,297.8,105.32726,10.154,2.093,4878.0,0.6897,0
157270.0,3.92227,0.878,2291.1,40705.562,1.006,0.896,6082.0,-1.0,0
374.7,2.814,0.98,13.9,12.361888,1.768,1.349,6606.0,0.8418,0
35653.0,5.4768,1.059,607.5,2278.632,1.158,1.154,6095.0,0.0,0
283.2,61.73,1.179,30.5,8.6079445,1.769,1.338,6198.0,0.7941,0
13553.0,1.7215,0.09,220.5,234.08769,0.427,0.43,3386.0,0.9289,1
300.4,16.89,0.115,22.2,16.066526,0.722,0.684,5242.0,0.873,0
2238.0,10.205,1.271,36.7,29.546896,12.613,3.511,6513.0,0.2306,0
147.0,18.56,0.303,12.6,9.539831,0.942,1.054,5869.0,0.9145,0
47.5,17.447,0.026,25.3,8.954319,1.193,0.985,5841.0,0.5547,0
106.7,3.31,0.344,11.6,11.426692,1.181,1.202,6535.0,0.6324,1
92642.0,7.6419,1.016,930.8,932.911,0.916,1.008,5896.0,0.0924,0
396400.0,6.08509,0.475,4630.1,25239.281,2.264,1.15,6047.0,-1.0,0
5832.0,4.42,0.792,20.1,100.06107,2.471,1.407,6235.0,0.9619,0
689.2,3.3996,1.198,133.3,10.655878,0.72,0.803,4994.0,0.964,0
506.4,29.96,0.978,31.1,9.972437,0.956,0.967,5977.0,0.0529,0
105190.0,2.7287,0.968,432.5,6145.9956,0.864,0.811,5872.0,-1.0,0
55368.0,2.5214,2.375,148.9,1533.95,0.799,0.811,5747.0,0.6088,0
110130.0,5.17207,1.181,6485.8,14262.637,1.613,1.27,6351.0,0.0,0
58605.0,5.39144,0.004,1107.1,788.595,1.777,1.357,6582.0,-1.0,0
19401.0,1.78462,0.813,368.9,888.6184,0.996,0.976,6267.0,0.0,0
22.0,4.848,0.731,22.8,12.79787,1.667,1.469,7479.0,0.5907,0
724.7,3.5979,1.219,103.6,54.168343,3.293,1.257,5088.0,0.8037,0
411.2,35.525,0.965,142.4,27.969324,1.913,1.63,7663.0,0.2855,0
227.7,1.796,0.173,14.3,12.670282,0.878,0.975,5799.0,0.3337,0
341.1,21.04,1.189,83.4,16.575697,1.114,1.033,6032.0,0.5853,0
12435.0,66.892,0.038,135.6,15.945324,5.303,1.366,4818.0,0.0006,0
1449.0,7.72,0.019,7.0,7.4330287,0.99,0.847,5398.0,0.681,0
924.2,3.813,0.026,78.5,23.37387,7.912,0.981,4477.0,0.2271,0
447.5,3.0072,0.112,61.3,27.35767,13.417,1.747,4745.0,0.5761,0
1221.2,3.418,0.002,53.6,42.473103,0.746,0.734,4608.0,0.2195,0
349.6,6.825,1.202,23.3,14.315593,1.0,1.0,5780.0,0.0352,0
90230.0,5.7615,1.032,2629.0,3018.7659,0.941,0.999,6185.0,0.0015,0
395.8,5.472,0.016,10.0,8.128105,0.469,0.48,3746.0,0.3641,0
1350.0,2.111,0.65,7.2,7.3534703,0.704,0.678,5013.0,0.2991,0
368000.0,6.1245,0.545,5494.6,36851.938,1.795,1.101,5853.0,-1.0,0
76.5,3.193,0.253,9.6,8.449499,2.715,1.807,7266.0,0.6495,0
557.6,9.52,1.222,12.4,11.01217,0.952,0.968,5504.0,0.9521,0
859.0,4.632,1.237,23.0,16.534456,13.652,2.031,4799.0,0.9948,0
47.9,2.752,0.308,8.3,9.013538,46.169,0.893,3861.0,0.8331,0
384.6,28.26,0.008,20.9,9.4273405,4.842,3.246,10134.0,0.0014,0
410.0,4.697,0.452,17.4,14.984715,0.589,0.579,4615.0,0.2969,0
274.5,4.656,0.013,15.3,14.156431,14.894,0.87,4449.0,0.8209,0
395.1,1.9278,0.727,42.7,29.80282,5.753,1.88,5161.0,0.4018,0
140330.0,23.5615,0.895,2386.6,1254.9728,1.207,1.058,5689.0,0.5024,0
104030.0,5.8768,1.005,525.4,2923.168,1.999,1.582,7542.0,-1.0,0
12960.0,3.98767,1.217,962.6,2027.9027,27.676,1.264,4217.0,-1.0,0
931.8,16.376,0.978,39.4,22.053621,2.882,1.332,5327.0,0.8955,0
86.4,1.669,0.263,8.4,13.762703,1.165,1.211,6237.0,0.8846,0
66244.0,8.93033,0.859,4607.4,4138.6924,1.072,1.061,6357.0,0.0,0
644.5,2.3753,1.262,37.1,22.50075,16.274,3.063,4893.0,0.0,0
86013.0,17.3985,1.033,1740.2,1842.4915,1.197,1.086,6461.0,0.0,0
4376.9,18.821,0.015,60.4,48.159397,1.793,1.079,5548.0,0.1794,1
106.7,6.82,0.304,10.7,9.803946,0.79,0.75,5514.0,0.0809,0
193980.0,6.70175,0.809,2666.0,4324.663,1.166,1.02,6188.0,0.0,0
34.7,2.619,0.001,10.8,9.173014,0.94,0.816,5428.0,0.7328,0
2568.8,4.5711,0.883,124.6,88.51406,8.052,2.096,4992.0,0.8173,0
284.6,5.67,0.547,9.8,9.805063,0.805,0.902,5398.0,0.3055,0
488.7,2.317,0.252,24.6,21.595844,18.427,3.402,4883.0,0.0,0
22178.0,9.7526,0.931,664.6,1243.4851,3.028,0.985,5001.0,0.7185,0
191240.0,3.8253,0.818,438.3,1577.1766,1.326,1.165,6615.0,-1.0,0
257.0,23.78,0.99,19.3,11.107973,1.135,1.02,6237.0,0.6536,0
213260.0,4.8691,0.759,601.5,4765.2236,1.937,1.564,7631.0,-1.0,0
968.7,2.702,0.002,47.5,141.94147,12.927,0.917,4403.0,0.0,0
54.0,0.9015,0.083,23.5,12.731151,2.455,1.357,6122.0,0.9942,0
53516.0,4.68919,0.734,4731.1,5081.11,1.155,1.009,5794.0,0.1588,0
384.8,1.0092,0.2,2.5,23.16145,1.223,1.24,6602.0,0.7609,0
803.8,5.743,1.222,55.3,19.138454,1.324,1.121,6556.0,-1.0,0
292.2,15.574,1.184,195.5,10.6122265,1.449,1.313,6770.0,0.9831,0
456.6,1.7237,0.108,64.6,33.87009,8.834,2.079,4965.0,0.9669,0
449090.0,6.52033,0.444,3630.4,120049.68,1.08,1.088,6572.0,-1.0,0
402550.0,4.88602,0.496,4679.3,31474.16,5.059,0.757,5297.0,-1.0,0
356.4,2.5167,0.98,87.5,29.878023,1.143,1.022,5974.0,1.0,0
731.0,3.549,0.035,7.8,9.08259,0.387,0.406,3552.0,0.8421,0
70.5,24.74,0.505,13.5,12.309573,1.987,1.213,5562.0,0.1965,0
1381.8,13.3898,1.231,223.5,107.869865,1.302,0.926,5893.0,0.9281,0
409710.0,7.29719,0.488,5312.7,18593.936,0.988,1.054,6233.0,-1.0,0
2067.0,2.4385,1.26,166.0,241.96284,0.898,0.743,5808.0,0.5522,0
421.9,20.67,0.332,14.2,9.276943,1.059,1.104,6382.0,0.1059,0
166.2,32.21,0.666,18.6,8.894224,1.498,1.08,5858.0,0.1387,0
15350.0,8.3881,1.006,202.3,178.61836,1.65,1.17,6033.0,0.1143,0
80258.0,4.0678,1.049,272.2,1348.2816,2.216,1.2,6337.0,0.1535,0
1832.6,2.8305,0.028,49.4,67.59442,0.717,0.681,5388.0,0.4341,1
204.1,4.742,0.005,15.3,11.905612,0.985,0.994,5870.0,0.852,0
40789.0,4.13997,1.172,488.7,685.2717,0.884,0.784,6477.0,0.9024,0
301.0,2.24,1.209,7.7,21.636007,1.333,1.168,6318.0,0.9768,0
68.2,1.069,0.514,6.2,18.478756,150.091,3.686,3711.0,1.0,0
5447.0,3.6768,0.984,52.1,49.07978,1.427,1.251,6669.0,0.9979,0
37.8,8.552,0.52,14.7,11.622619,0.819,0.904,5898.0,0.8077,0
65.2,10.57,0.896,18.6,13.249312,0.48,0.492,3724.0,0.3414,0
39.7,2.166,0.348,12.5,11.650159,1.019,0.975,6006.0,0.6566,0
34.3,14.807,0.676,27.8,10.6775055,1.308,1.085,6356.0,0.4151,0
471.9,7.788,0.378,19.3,14.287686,0.662,0.727,4926.0,0.2215,1
346.3,3.408,0.471,11.5,8.681903,0.706,0.704,4650.0,0.4391,1
57.6,1.63,0.106,14.8,12.733556,0.784,0.738,5160.0,1.0,0
485.7,1.8325,0.136,48.6,39.893795,15.155,3.055,4964.0,0.5545,0
526.2,1.75,0.343,72.1,46.5175,0.946,0.813,5466.0,0.9465,0
90.6,2.1961,0.491,26.6,17.512733,2.087,1.285,6316.0,0.3418,0
9304.4,12.9395,0.855,1070.3,634.3075,5.132,1.734,4888.0,0.6275,0
78104.0,4.65559,0.828,2384.6,2191.9983,0.985,0.947,5938.0,0.0254,0
49.7,2.892,0.568,17.9,12.332084,1.9,1.097,6475.0,0.9777,0
355.8,4.163,0.927,11.8,9.773106,0.87,0.813,5094.0,0.9338,1
3097.3,5.968,1.208,39.1,22.960577,1.501,0.897,6911.0,-1.0,0
60715.0,3.9071,1.11,262.6,445.83286,1.501,0.897,6911.0,0.9019,0
62160.0,23.88,1.1,468.4,19.950048,1.229,1.025,5948.0,-1.0,0
29.3,0.8463,0.144,3.2,7.928145,2.396,1.327,6215.0,0.8812,0
5211.2,34.146,0.981,161.3,58.328133,5.826,1.421,5022.0,0.7078,0
548.2,7.96,1.173,27.7,28.107641,0.959,0.936,5877.0,0.8374,0
3658.0,14.04,1.28,11.2,11.839645,0.696,0.688,4596.0,0.4361,0
367100.0,3.45121,0.549,1948.2,8814.739,0.745,0.694,5407.0,-1.0,0
8.1,1.99,0.738,13.9,16.608084,3.518,2.225,8277.0,0.9792,0
6824.0,3.4075,1.341,51.0,49.642525,1.006,0.887,5455.0,0.9699,0
73.5,2.246,0.512,9.7,7.7701044,0.976,0.936,5967.0,0.004,0
28325.0,4.43333,9.666,671.1,4066.1853,1.501,1.255,6657.0,0.0,0
106.8,11.137,0.778,20.1,15.496712,0.735,0.823,5430.0,0.3223,0
367.8,5.892,0.161,13.7,10.485104,1.055,0.881,5370.0,0.139,1
2004.1,3.6641,1.276,71.6,342.46252,0.837,0.728,6335.0,0.1033,0
500.0,2.131,0.113,17.3,15.838327,0.882,0.98,5750.0,0.8617,0
456780.0,5.25334,0.431,1363.9,4289.296,0.748,0.79,5436.0,-1.0,0
376650.0,5.46939,0.528,2402.0,9157.428,0.941,0.997,6022.0,-1.0,0
51.0,1.498,0.54,9.4,10.789661,1.116,0.891,5818.0,0.8521,0
287.7,3.297,0.077,11.2,9.322831,0.723,0.706,4733.0,0.9444,0
114900.0,9.029,0.978,155.5,120.4085,1.321,1.342,7276.0,0.7928,0
127960.0,8.3582,0.723,304.2,2402.216,1.406,0.848,5619.0,0.0,0
354.5,12.17,0.655,13.1,10.015496,0.526,0.578,4835.0,0.3231,0
512.0,48.182,0.178,33.5,10.411855,15.517,2.688,5229.0,-1.0,0
229.4,2.395,0.089,10.5,8.096771,0.849,0.904,5654.0,0.0008,0
185130.0,5.79293,0.831,8755.2,47222.754,1.619,1.32,6791.0,-1.0,0
3364.7,2.6311,1.281,108.6,106.86032,1.332,1.072,6363.0,-1.0,0
250910.0,10.0389,0.823,3295.6,3250.9448,1.024,1.005,6130.0,0.0,0
24418.0,4.65625,1.04,2148.6,2822.729,0.966,1.022,6081.0,0.7069,0
611.2,25.93,1.225,57.0,18.189226,0.941,1.033,5893.0,0.021,0
87057.0,5.68713,1.046,2858.1,3279.635,1.044,1.099,6273.0,0.0,0
9471.7,4.2546,1.267,124.1,102.64325,1.321,0.901,5696.0,0.8368,0
156140.0,4.8732,0.876,584.6,911.7493,0.842,0.937,5763.0,0.7054,0
1282.0,4.8361,1.265,142.7,53.247917,0.801,0.892,5762.0,0.7691,0
264.8,3.211,1.181,70.9,22.867847,0.868,0.961,5853.0,1.0,0
706.7,1.881,0.028,12.4,10.684114,0.569,0.57,3705.0,0.7146,0
603.3,7.229,0.981,19.0,11.215458,0.911,1.028,5778.0,0.0698,0
153.2,4.89,1.102,26.2,17.314856,1.027,1.094,6140.0,0.9895,0
8476.0,7.257,0.916,36.8,43.374767,0.724,0.718,4889.0,0.1592,0
11004.0,4.809,0.577,38.6,39.134,0.584,0.587,3869.0,0.2077,1
205670.0,5.15147,0.785,3452.5,4942.5054,1.012,1.117,6063.0,0.5177,0
937.0,2.061,0.979,18.3,23.761446,18.266,3.366,4989.0,0.267,0
680400.0,10.4143,0.473,682.9,3916.634,1.705,1.428,7072.0,-1.0,0
3446.0,2.666,1.287,31.8,37.694702,1.678,0.813,5515.0,0.9568,0
315910.0,5.43155,0.611,6944.9,23949.96,2.056,1.244,6456.0,-1.0,0
1528.9,86.05,1.227,38.3,12.640693,2.087,1.049,5485.0,0.9814,0
4398.5,1.54684,1.271,327.4,213.51083,1.064,0.885,5934.0,0.8656,0
384480.0,2.54719,0.505,1583.7,12698.2295,0.604,0.591,4612.0,-1.0,0
6012.3,12.8653,1.305,347.6,23.830833,0.919,1.0,6099.0,0.9358,0
23193.0,3.94247,1.227,2360.6,2201.6882,1.151,0.914,6327.0,0.9958,0
3000.4,3.9097,1.252,195.7,255.21222,12.623,1.588,4630.0,0.5675,0
57.6,10.796,0.005,24.3,14.159852,1.551,1.028,5966.0,0.1646,0
152.2,2.655,1.17,23.1,26.014217,3.134,2.032,8237.0,0.0895,0
67.7,3.461,0.235,16.5,13.32675,0.851,0.952,5587.0,0.0003,0
159.0,10.701,0.186,17.7,9.3792715,0.986,1.052,6250.0,0.3496,0
156.7,10.67,0.663,13.0,10.540383,0.82,0.916,5665.0,0.265,0
29825.0,6.1014,1.19,395.7,381.0583,1.362,0.946,5544.0,0.9297,0
147.5,8.711,0.827,10.6,9.631921,4.912,2.006,5889.0,0.1921,1
545.5,1.5931,0.052,50.2,38.033276,6.72,0.94,4678.0,0.9091,0
190.8,4.02,0.728,13.1,15.35067,1.0,1.0,5780.0,0.1044,0
144960.0,5.62958,0.911,959.6,1696.3828,1.23,0.9,6201.0,0.1241,0
886.0,4.649,0.035,7.4,8.758779,0.763,0.738,4885.0,0.0741,0
687450.0,12.7364,0.622,3867.7,4391.914,2.433,1.868,8105.0,-1.0,0
63022.0,4.76313,1.208,5902.4,7212.2847,1.136,1.021,6486.0,0.0106,0
72.7,3.943,0.348,21.0,14.726216,0.958,1.071,5791.0,0.9734,0
160.3,14.241,0.561,26.2,17.458336,0.609,0.597,4347.0,0.324,0
9782.2,1.98818,1.252,451.7,1225.5574,0.976,0.854,5313.0,0.1052,0
45.4,2.762,0.684,15.0,11.423046,1.126,0.998,6201.0,0.1369,0
914.6,10.556,0.626,21.9,14.203887,1.354,1.103,5636.0,0.1008,1
2019.5,3.148,1.379,28.2,38.42689,1.631,1.255,6176.0,-1.0,0
996.6,17.856,0.03,19.6,12.365484,1.022,1.133,5977.0,0.0052,1
18157.0,3.42771,0.869,723.3,2128.392,1.4,0.976,5615.0,0.1733,0
270.0,4.29,0.626,61.4,14.199102,0.75,0.84,5325.0,0.8081,0
60.3,5.735,0.108,18.6,14.628814,1.009,0.756,6024.0,0.0112,1
1741.0,7.089,0.94,98.6,62.36157,1.619,0.944,5116.0,-1.0,0
499920.0,17.8024,0.146,2345.1,4489.0986,2.064,0.804,5323.0,-1.0,0
347.5,138.54,0.957,139.4,21.385672,0.85,0.773,5906.0,0.8841,0
46677.0,3.986,1.026,890.3,5283.6787,1.072,1.118,6352.0,0.0,0
83303.0,3.7368,1.388,112.6,189.05971,1.0,1.0,5780.0,0.0,0
367.9,21.79,1.275,24.2,8.635228,1.296,0.924,5780.0,0.3884,0
58776.0,9.6022,0.68,1159.5,2972.954,2.293,1.209,6025.0,-1.0,0
239.3,15.541,0.324,12.7,7.565493,2.717,1.449,6126.0,0.8439,0
2046.1,15.47,0.924,662.9,22.628069,1.513,1.206,6712.0,0.8453,0
1660.6,2.2272,1.253,66.9,64.58276,1.355,1.028,5657.0,-1.0,0
181.7,2.462,0.97,11.6,9.745558,0.963,1.056,5858.0,0.7989,1
81.5,3.932,0.699,22.0,14.565984,0.863,0.959,5764.0,0.8804,0
1335.3,5.161,0.936,17.5,10.215344,0.76,0.748,4611.0,0.0104,0
544.2,4.103,0.571,9.7,8.587905,1.14,1.213,6343.0,0.0956,0
24372.0,3.13331,1.025,449.0,639.65686,0.945,1.023,6131.0,0.7311,0
133.7,6.134,0.008,12.0,9.068564,1.067,1.127,6193.0,0.7229,0
51.8,2.253,0.157,18.4,15.523944,30.882,1.636,4024.0,0.4305,0
101230.0,3.95004,0.858,3096.9,3918.9077,0.812,0.898,5840.0,0.0069,0
90028.0,3.16989,1.127,1406.9,2200.5942,0.832,0.924,5487.0,0.1049,0
348.6,12.455,0.019,34.2,20.549334,1.286,0.818,6072.0,0.0796,1
134630.0,11.2066,0.712,1002.8,1005.8648,0.914,1.006,5911.0,0.0012,0
28831.0,3.06,0.822,26.6,26.004807,1.0,1.0,5780.0,0.8386,0
126.5,4.282,0.199,15.4,12.558189,0.881,0.835,5122.0,0.509,0
79.1,4.014,0.833,15.9,13.102346,0.967,1.045,6091.0,0.5159,0
1102.0,1.835,0.26,7.6,12.085586,16.114,1.973,4770.0,0.8201,0
6945.8,1.5646,1.007,226.6,282.0146,1.64,1.398,7117.0,0.5997,0
61.1,3.835,0.724,21.5,13.067887,1.494,1.299,6413.0,-1.0,0
124930.0,2.51246,0.922,575.0,4845.5713,0.934,0.967,5853.0,-1.0,0
102990.0,8.15905,0.774,3497.6,4035.3816,1.722,0.872,5228.0,0.0324,0
79201.0,1.9948,0.772,444.4,516.60175,1.89,0.803,5421.0,0.3777,0
123.6,3.465,0.245,16.6,12.985169,0.61,0.601,4137.0,0.1094,0
15527.0,2.17596,1.257,388.6,480.00497,2.123,2.122,8982.0,-1.0,0
53.0,3.44,0.698,14.1,11.282547,2.83,1.485,6409.0,0.244,0
318400.0,4.16321,0.604,4791.0,8744.302,0.768,0.849,5310.0,-1.0,0
1035.7,9.327,0.008,17.9,7.5904665,7.417,1.347,5068.0,0.7533,0
134.5,3.428,0.651,15.4,10.2657,1.548,1.321,6821.0,0.3503,0
12946.0,2.8637,1.04,54.5,53.81772,0.799,0.892,5387.0,0.0039,0
2924.0,21.2695,1.317,643.3,115.58154,2.467,1.414,6565.0,0.9853,0
921670.0,8.42343,0.309,3934.3,14113.667,3.034,2.009,8572.0,-1.0,0
635410.0,8.4418,0.719,1572.0,1512.6267,1.636,1.364,6792.0,-1.0,0
153.5,4.079,0.405,13.3,10.801541,0.597,0.641,4519.0,0.5211,0
627630.0,5.0912,0.561,791.0,2691.6582,1.222,0.991,6332.0,-1.0,0
19941.0,5.6634,0.846,186.8,245.38676,1.192,1.179,6185.0,0.1718,0
88771.0,5.94855,1.041,7846.3,8449.908,1.286,0.894,6335.0,0.0229,0
1514.6,5.5086,1.244,150.5,141.27522,6.222,1.936,5057.0,0.9833,0
77183.0,14.9678,0.894,2502.9,1383.5038,1.03,0.879,5310.0,0.2374,0
1234.7,13.709,0.906,18.2,13.892415,0.763,0.847,5474.0,0.3545,1
338.6,15.75,0.126,11.4,7.1517906,1.442,1.139,6003.0,0.5321,0
192.2,1.875,0.196,9.8,8.373584,0.782,0.872,5715.0,0.1531,0
41.0,1.421,0.233,9.7,12.014157,59.684,0.885,3749.0,0.9157,0
330180.0,4.09296,0.587,3168.8,3682.9192,0.789,0.773,5511.0,-1.0,0
1272.7,2.9095,1.239,166.8,165.9034,5.443,1.589,4980.0,0.3746,0
287.8,2.844,0.167,21.0,12.115532,8.531,0.812,4870.0,0.2737,0
79326.0,4.00349,1.056,1040.1,1837.6675,0.871,0.746,5645.0,0.0,0
291210.0,6.5005,0.358,911.3,7600.7354,1.672,1.041,6225.0,-1.0,0
154.8,2.843,0.709,25.3,23.0751,1.668,1.311,6407.0,0.9366,0
282.5,5.868,0.029,9.4,8.324707,0.78,0.73,5222.0,0.2965,0
488040.0,10.578,0.388,354.7,762.33295,1.046,0.994,6060.0,-1.0,0
331280.0,3.7127,0.56,145.4,113.14538,1.0,1.0,5780.0,-1.0,0
253.0,3.246,0.623,9.2,8.251826,0.799,0.751,5272.0,0.1276,0
248.5,4.56,1.208,7.8,15.012003,1.075,1.124,6322.0,0.0276,0
172.8,15.26,0.057,9.9,7.961684,1.388,1.003,5786.0,0.5544,0
136.3,15.6,0.935,17.7,8.140049,3.697,2.039,7664.0,0.3435,0
1434.4,2.6431,1.247,83.5,73.669395,2.295,0.995,5178.0,0.1969,0
47.6,2.999,0.046,11.1,9.272148,3.007,1.411,5125.0,0.2213,0
1344.1,36.756,1.271,302.6,98.11433,1.468,1.23,6581.0,0.9238,0
539.2,4.954,0.98,18.2,19.09469,1.951,0.997,5361.0,0.2544,0
312970.0,5.69869,0.573,3582.5,7444.4917,0.974,0.952,6175.0,-1.0,0
2118.2,2.296,1.25,150.6,85.53409,8.747,1.522,4884.0,0.0069,0
72.1,6.45,0.711,13.4,11.846182,1.012,1.117,6063.0,0.1439,0
390.4,1.1818,0.566,48.5,34.93605,0.88,0.977,5783.0,0.906,0
349.7,16.04,0.447,13.1,10.947841,3.204,1.592,5490.0,0.6579,1
255.2,1.606,0.546,9.9,9.138469,1.058,1.108,6321.0,0.7627,0
13171.0,5.57527,1.238,900.9,504.51987,5.208,1.498,5030.0,0.6755,0
6771.6,2.89112,1.269,870.3,1521.19,1.207,0.988,5846.0,0.9992,0
389430.0,3.02633,0.28,626.9,4187.339,0.724,0.807,5264.0,-1.0,0
916.3,4.402,0.963,24.6,12.905373,15.369,2.687,5254.0,0.7921,0
454.7,2.951,0.732,13.4,12.829738,1.148,1.102,6477.0,0.572,1
57.6,14.585,0.733,23.8,9.949767,1.202,1.071,5929.0,0.0016,0
312770.0,7.449,0.62,198.8,3026.1938,2.34,1.725,7796.0,-1.0,0
1325.7,19.612,0.914,76.9,16.155275,6.055,0.932,4647.0,0.4892,0
290.8,12.235,0.61,15.2,12.50597,1.156,0.974,5903.0,0.3169,1
298.3,9.75,0.486,10.9,10.912135,1.389,0.991,5626.0,0.1592,1
158.9,2.946,0.825,14.5,16.398731,0.729,0.747,5365.0,0.6963,0
118960.0,3.2601,0.947,470.0,2077.9587,1.055,0.861,5799.0,0.1114,0
136110.0,5.41096,0.539,5696.2,12396.622,1.314,1.057,6247.0,-1.0,0
291510.0,3.556,23.127,1229.9,15073.711,0.72,0.675,5616.0,-1.0,0
6501.7,8.2678,1.266,587.2,288.81726,1.609,0.91,5953.0,0.983,0
864260.0,7.7999,0.457,1103.1,6511.655,1.719,1.327,6723.0,-1.0,0
25338.0,1.49242,1.196,260.9,102.17868,1.0,1.0,5780.0,0.4475,0
164310.0,5.07591,0.496,2841.5,4466.4634,0.658,0.663,5251.0,0.2019,0
409030.0,5.55905,0.482,4247.8,37498.117,1.501,0.984,6231.0,-1.0,0
691.3,2.453,0.021,19.9,39.459423,0.67,0.699,5101.0,0.9712,1
3372.0,20.5899,0.203,685.3,178.98315,5.026,1.8,4968.0,0.1672,0
253150.0,4.87581,0.711,4541.1,19929.857,0.966,1.043,6106.0,0.0,0
256060.0,5.6831,0.704,4311.3,11667.681,1.415,0.926,5895.0,0.0,0
431.7,1.97,0.616,11.8,9.6594305,0.883,0.875,5638.0,0.0212,1
259.2,4.637,0.817,12.2,10.171093,0.826,0.789,4963.0,0.0198,1
110.4,16.332,0.174,17.6,10.589752,0.847,0.908,5524.0,0.3558,0
130720.0,4.0336,0.249,902.8,6226.1455,1.433,1.094,6224.0,0.0134,0
18441.0,2.6,1.222,9.4,143.15234,0.531,0.535,3857.0,0.9829,0
736.6,2.587,0.101,26.8,36.053734,25.287,3.644,4754.0,1.0,0
557.8,10.977,0.142,14.0,11.206927,0.866,0.965,5692.0,0.1786,0
818.0,2.4078,0.316,36.9,28.072544,13.941,2.853,4805.0,0.9924,0
5283.2,4.1774,1.28,314.0,484.23877,1.009,1.07,6225.0,0.9503,0
4658.5,2.07578,1.042,490.6,485.10043,7.102,1.775,4846.0,1.0,0
99147.0,3.3873,0.522,1761.4,6136.673,0.788,0.882,5530.0,0.0,0
44.0,2.483,0.459,28.7,14.588038,1.463,1.107,5929.0,0.9986,0
186680.0,7.27595,0.837,2905.9,12287.393,1.554,0.966,5883.0,0.1546,0
278260.0,4.8401,0.72,631.1,3422.971,1.328,1.206,6645.0,-1.0,0
380930.0,3.3542,0.525,155.4,6787.809,1.769,0.837,5299.0,-1.0,0
69.8,2.6502,0.505,19.2,15.084797,1.065,0.933,5574.0,0.6078,1
65.1,2.657,0.083,19.5,14.8216915,1.065,0.933,5574.0,0.958,1
346.3,22.445,0.801,15.5,13.463907,0.893,0.974,5880.0,0.2491,0
22672.0,2.2075,0.924,201.6,2931.091,1.417,0.887,6052.0,0.4595,0
132620.0,3.51946,0.567,1177.8,8550.145,0.809,0.864,5561.0,0.0,0
2417.1,4.4562,1.236,301.4,341.26794,1.565,1.083,6691.0,0.8451,0
1028.7,3.4648,1.215,62.5,50.492958,0.701,0.697,4428.0,0.533,0
25342.0,2.43922,0.936,396.2,6106.5376,1.119,1.109,6316.0,0.0483,0
243700.0,10.7925,0.73,1115.3,2029.207,1.44,1.013,6211.0,0.0,0
2139.0,3.5286,1.268,91.5,107.04744,0.71,0.675,5288.0,0.6048,0
861.0,17.026,0.633,48.8,35.408863,3.006,1.519,5874.0,0.4186,1
27.0,1.342,0.638,9.8,10.415884,1.102,1.075,6339.0,0.9802,0
438.7,8.232,0.928,21.1,14.221568,0.923,0.848,5729.0,0.1055,0
43895.0,2.1054,1.13,65.6,3742.9185,2.287,1.288,5692.0,0.0,0
